consequences				
.				
				
The				
frequency				
of				
apneas	concept	b		
and				
hypopneas	concept	b		
during				
sleep				
correlates				
poorly				
with				
daytime				
symptom				
severity				
and				
impact				
on				
quality				
of				
life				
.				
				
In				
some				
cases				
,				
affected				
individuals				
will				
not				
endorse				
any				
symptoms				
or				
confirm				
any				
bed				
partner				
observations				
.				
				
Predisposing				
and				
Precipitating				
Factors				
				
The				
major				
predisposing				
factor				
for				
OSA	condition	b		
is				
excess	riskfactor	b		
body	riskfactor	i		
weight	riskfactor	i		
.				
				
It				
has				
been				
estimated				
that				
~60				
%				
of				
moderate				
to				
severe				
OSA	condition	b		
is				
attributable				
to				
obesity	riskfactor	b		
.				
				
The				
risk				
of				
OSA	condition	b		
increases				
as				
the				
degree				
of				
additional				
weight				
increases				
,				
with				
an				
extremely				
high				
preva-				
lence				
of				
OSA	condition	b		
in				
people				
with				
morbid	riskfactor	b		
obesity	riskfactor	i		
.				
				
OSA	condition	b		
patients				
with				
normal				
or				
below				
-				
nor-				
mal				
body				
weight				
are				
more				
likely				
to				
have				
upper	concept	b		
airway	concept	i		
obstruction	concept	i		
due				
to				
a				
localized	concept	b		
structural	concept	i		
abnormality	concept	i		
such				
as				
a				
maxillomandibular	concept	b		
malformation	concept	i		
or				
adenotonsillar	concept	b		
enlargement	concept	i		
.				
				
Increasing	riskfactor	b		
neck	riskfactor	i		
circumference	riskfactor	i		
predicts				
higher				
AHIs	concept	b		
;				
it				
is				
not				
,				
however				
,				
independent				
of				
BMI	concept	b		
.				
				
Instability	riskfactor	b		
in	riskfactor	i		
ventilatory	riskfactor	i		
control				
appears				
to				
increase				
risk				
of				
OSA				
.				
				
Those				
patients				
with				
an				
exaggerated	riskfactor	b		
ventilatory	riskfactor	i		
response	riskfactor	i		
to	riskfactor	i		
a	riskfactor	i		
respiratory	riskfactor	i		
disturbance	riskfactor	i		
have				
a				
greater				
propensity				
for				
obstructive				
events				
.				
				
Menopause	riskfactor	b		
is				
a				
risk				
factor				
for				
this				
disorder				
in				
women				
,				
even				
after				
adjustment				
for				
age				
and				
BMI	concept	b		
.				
				
However				
,				
use				
of				
hormone	treatment	b		
replacement	treatment	i		
therapy	treatment	i		
may				
be				
protective				
.				
				
There				
are				
conflicting				
data				
concerning				
smoking	riskfactor	b		
as				
a				
risk				
factor				
for				
OSA				
.				
				
Various				
abnormalities	riskfactor	b		
of	riskfactor	i		
the	riskfactor	i		
bony	riskfactor	i		
and	riskfactor	i		
soft	riskfactor	i		
tissue	riskfactor	i		
structures	riskfactor	i		
of	riskfactor	i		
the	riskfactor	i		
head	riskfactor	i		
and	riskfactor	i		
neck	riskfactor	i		
may				
predispose				
the				
individual				
to				
having				
OSA	condition	b		
.				
				
These				
may				
be				
hereditary				
(				
e.g.				
,				
mandibular	riskfactor	b		
size	riskfactor	i		
,				
mandibular	riskfactor	b		
position	riskfactor	i		
,				
palatal	riskfactor	b		
height	riskfactor	i		
)				
or				
acquired				
(				
e.g.				
,				
enlarged	riskfactor	b		
adenoids	riskfactor	i		
and	riskfactor	i		
tonsils	riskfactor	i		
)				
.				
				
Endocrine				
disorders				
such				
as				
acromegaly	riskfactor	b		
and				
hypothy-	riskfactor	b		
roidism	riskfactor	i		
are				
risk				
factors				
for				
OSA	condition	b		
.				
				
Adults				
and				
children				
with				
Down	riskfactor	b		
syndrome	riskfactor	i		
also				
have				
a				
high				
prevalence				
of				
OSA	condition	b		
.				
				
OSA	condition	b		
is				
common				
in				
patients				
with				
some				
neurologic	riskfactor	b		
disorders	riskfactor	i		
that	riskfactor	i		
affect	riskfactor	i		
peripheral	riskfactor	i		
muscles	riskfactor	i		
,				
such				
as				
myotonic	riskfactor	b		
dystrophy	riskfactor	i		
.				
				
OSA	condition	b		
is				
likely				
made				
worse				
following				
alcohol	riskfactor	b		
consumption	riskfactor	i		
or				
use				
of				
sedating	riskfactor	b		
medications	riskfactor	i		
before	riskfactor	i		
sleep	riskfactor	i		
and				
by				
nocturnal	riskfactor	b		
nasal	riskfactor	i		
restriction	riskfactor	i		
or	riskfactor	i		
congestion	riskfactor	i		
due				
to				
abnormal	riskfactor	b		
morphology	riskfactor	i		
,				
rhinitis	riskfactor	b		
,				
or				
both				
.				
				
Obstructive	condition	b		
Sleep	condition	i		
Apnea	condition	i		
,	condition	i		
Pediatric	condition	i		
ICD-9				
-				
CM				
code				
:				
327.23				
ICD-10				
-				
CM				
code				
:				
G47.33				
Alternate				
Names				
Obstructive	condition	b		
sleep	condition	i		
apnea	condition	i		
syndrome	condition	i		
,				
sleep	condition	b		
apnea	condition	i		
,				
sleep	condition	b		
apnea	condition	i		
syndrome	condition	i		
,				
obstructive	condition	b		
apnea	condition	i		
,				
sleep	condition	b		
disordered	condition	i		
breathing	condition	i		
,				
sleep	condition	b		
hypopnea	condition	i		
syndrome	condition	i		
,				
obstructive	condition	b		
hypoventila-	condition	i		
tion	condition	i		
,				
and				
upper	condition	b		
airway	condition	i		
obstruction	condition	i		
.				
				
The				
term				
upper	condition	b		
airway	condition	i		
resistance	condition	i		
syndrome	condition	i		
(				
UARS	condition	b		
)				
is				
subsumed				
under				
this				
diagnosis				
because				
the				
pathophysiology	concept	b		
does				
not				
significantly				
differ				
from				
that				
of				
OSA	condition	b		
.				
				
Use				
of				
the				
term				
Pickwickian	condition	b		
syndrome	condition	i		
is				
discouraged				
,				
as				
this				
term				
has				
been				
used				
loosely				
to				
cover				
a				
constellation				
of				
conditions				
including				
OSA	condition	b		
and				
central	condition	b		
hypoventilation	condition	i		
.				
				
Diagnostic				
Criteria				
Criteria				
A				
and				
B				
must				
be				
met				
A.				
				
The				
presence				
of				
one				
or				
more				
of				
the				
following				
:				
.				
				
Snoring	symptom	b		
.				
.				
				
Labored	symptom	b		
,	symptom	i		
paradoxical	symptom	i		
,	symptom	i		
or	symptom	i		
obstructed	symptom	i		
breathing	symptom	i		
during	symptom	i		
the	symptom	i		
child	symptom	i		
’s	symptom	i		
sleep	symptom	i		
.				
.				
				
Sleepiness	symptom	b		
,				
hyperactivity	symptom	b		
,				
behavioral	symptom	b		
problems	symptom	i		
,				
or				
learning	symptom	b		
problems	symptom	i		
.				
				
B.				
PSG	test	b		
demonstrates				
one				
or				
both				
of				
the				
following				
:				
.				
				
One	symptom	b		
or	symptom	i		
more	symptom	i		
obstructive	symptom	i		
apneas	symptom	i		
,	symptom	i		
mixed	symptom	i		
apneas	symptom	i		
,	symptom	i		
or	symptom	i		
hypopneas	symptom	i		
,	symptom	i		
per	symptom	i		
hour	symptom	i		
of	symptom	i		
sleep.1	symptom	i	typo	
OR				
.				
				
A				
pattern				
of				
obstructive	symptom	b		
hypoventilation	symptom	i		
,				
defined				
as				
at			value	b
least			value	i
25			value	i
%			value	i
of				
total			testcondition	b
sleep			testcondition	i
time			testcondition	i
with			testcondition	i
hypercapnia	concept	b	testcondition	i
(				
PaCO2	concept	b		
>				
				
50			value	b
mm			value	i
Hg			value	i
)				
in				
association				
with				
one				
or				
more				
of				
the				
following				
:				
a.				
Snoring	symptom	b		
.				
				
b.				
Flattening	symptom	b		
of	symptom	i		
the	symptom	i		
inspiratory	symptom	i		
nasal	symptom	i		
pressure	symptom	i		
waveform	symptom	i		
.				
				
c.				
Paradoxical	symptom	b		
thoracoabdominal	symptom	i		
motion	symptom	i		
.				
				
Notes				
.				
				
Respiratory				
events				
defined				
according				
to				
the				
most				
recent				
version				
of				
the				
AASM	document	b		
Manual	document	i		
for	document	i		
the	document	i		
Scoring	document	i		
of	document	i		
Sleep	document	i		
and	document	i		
Associated	document	i		
Events	document	i		
.				
				
Essential				
Features				
Pediatric	concept	b		
criteria	concept	i		
for				
OSA	condition	b		
apply				
to				
patients				
younger			testcondition	b
than			testcondition	i
18			testcondition	i
years			testcondition	i
.				
				
However				
,				
for				
the				
purpose				
of				
PSG	test	b		
scoring	test	i		
,				
the				
AASM	document	b		
Manual	document	i		
for	document	i		
the	document	i		
Scoring	document	i		
of	document	i		
Sleep	document	i		
and	document	i		
Associated	document	i		
Events	document	i		
states				
that				
adult	concept	b		
diagnostic	concept	i		
criteria	concept	i		
may				
be				
used				
for				
patients				
aged				
13			testcondition	b
to			testcondition	i
18			testcondition	i
years			testcondition	i
.				
				
Sleep				
Related				
Breathing				
Disorders				
Sleep				
Related				
Breathing				
Disorders				
Pediatric	condition	b		
OSA	condition	i		
is				
characterized				
by				
intermittent	concept	b		
complete	concept	i		
or	concept	i		
partial	concept	i		
obstruction	concept	i		
(				
obstruc-	concept	b		
tive	concept	i		
apnea	concept	i		
or				
hypopnea	concept	b		
)				
;				
prolonged	concept	b		
partial	concept	i		
upper	concept	i		
airway	concept	i		
obstruction	concept	i		
;				
or				
both				
prolonged	concept	i		
and	concept	i		
intermittent	concept	i		
obstructions	concept	i		
that	concept	i		
disrupt	concept	i		
normal	concept	i		
ventilation	concept	i		
during	concept	i		
sleep	concept	i		
,	concept	i		
normal	concept	i		
sleep	concept	i		
patterns	concept	i		
,	concept	i		
or	concept	i		
both	concept	i		
.				
				
Children				
with				
OSA	concept	b		
may				
demonstrate				
several				
breathing	concept	b		
patterns	concept	i		
during				
sleep				
.				
				
Some				
children				
have				
cyclic	concept	b		
episodes	concept	i		
of				
obstructive	condition	b		
apnea	condition	i		
,				
similar				
to				
that				
of				
adults				
with				
the				
syndrome				
.				
				
However				
,				
some				
patients				
,				
particularly				
younger				
children				
,				
have				
a				
pattern				
of				
obstructive	condition	b		
hypoventilation	condition	i		
,				
which				
consists				
of				
long				
periods				
of				
persistent	concept	b		
partial	concept	i		
upper	concept	i		
airway	concept	i		
obstruction	concept	i		
associated				
with				
hypercapnia	condition	b		
,				
arterial	concept	b		
oxygen	concept	i		
desatu-	concept	i		
ration	concept	i		
,				
or				
both				
.				
				
Some				
children				
may				
manifest				
a				
pattern				
of				
UARS	condition	b		
similar				
to				
that				
seen				
in				
adults				
,				
including				
snoring	symptom	b		
without				
identifiable	concept	b		
airflow	concept	i		
obstruction	concept	i		
and				
increasingly				
negative				
esophageal	concept	b		
pressure	concept	i		
swings	concept	i		
and				
cyclic	concept	b		
arousals	concept	i		
.				
				
In				
children				
,				
upper	concept	b		
airway	concept	i		
obstruction	concept	i		
occurs				
predominantly				
during				
REM	concept	b		
sleep	concept	i		
.				
				
Children				
often				
do				
not				
have				
cor-	concept	b		
tical	concept	i		
arousals	concept	i		
in				
response				
to				
the				
upper	concept	b		
airway	concept	i		
obstruction	concept	i		
,				
although				
they				
may				
have				
movement				
or				
autonomic	concept	b		
arousals	concept	i		
.				
				
Perhaps				
as				
a				
result				
of				
this				
higher	concept	b		
arousal	concept	i		
threshold	concept	i		
,				
sleep	concept	b		
architecture	concept	i		
is				
usually				
normal				
,				
with				
normal				
amounts				
of				
slow	concept	b		
wave	concept	i		
sleep	concept	i		
.				
				
Even				
short				
obstructive	concept	b		
apneas	concept	i		
may				
be				
associated				
with				
severe				
hypoxemia	condition	b		
because				
children				
have				
a				
lower				
functional	concept	b		
residual	concept	i		
capacity	concept	i		
and				
a				
higher				
metabolic	concept	b		
rate	concept	i		
than				
adults				
.				
				
Most				
children				
with				
OSA	condition	b		
present				
with				
a				
history				
of				
snoring	symptom	b		
and				
difficulty	symptom	b		
breathing	symptom	i		
during				
sleep				
.				
				
Snoring	symptom	b		
is				
usually				
loud				
and				
may				
be				
punctuated				
by				
pauses			something	b
and				
gasps			something	b
,				
with				
associated				
movements				
or				
arousal			something	b
from				
sleep				
.				
				
However				
,				
some				
patients				
,				
particu-				
larly				
infants				
and				
those				
with				
neuromuscular	concept	b		
weakness	concept	i		
,				
may				
not				
snore				
.				
				
Patients				
with				
obstructive	concept	b		
hypoventilation	concept	i		
often				
have				
continuous	symptom	b		
snoring	symptom	i		
without	symptom	i		
pauses	symptom	i		
or	symptom	i		
arous-	symptom	i		
als	symptom	i		
.				
				
Children				
have				
a				
very				
compliant				
rib	concept	b		
cage	concept	i		
.				
				
As				
a				
result				
,				
paradoxical	concept	b		
breathing	concept	i		
is				
a				
prominent				
sign				
in				
these				
patients				
(				
note				
that				
paradoxical	concept	b		
breathing	concept	i		
during				
REM	concept	b		
sleep	concept	i		
is				
a				
normal				
phenomenon				
in				
young				
children				
up				
to				
at				
least				
age				
three				
years				
)				
.				
				
A				
pectus	concept	b		
excavatum	concept	i		
may				
be				
present				
.				
				
Thoracic	concept	b		
retractions	concept	i		
may				
be				
present				
.				
				
Children				
may				
sleep	symptom	b		
in	symptom	i		
unusual	symptom	i		
positions	symptom	i		
,				
such				
as				
seated				
or				
with				
their				
neck				
hyperextended	condition	b		
.				
				
Diaphoresis	concept	b		
may				
be				
observed				
.				
				
Morning	symptom	b		
headaches	symptom	i		
may				
also				
occur				
.				
				
Many				
parents				
of				
children				
with				
OSA	condition	b		
are				
so				
concerned				
about				
their				
child				
’s				
breathing				
that				
they				
sleep				
with				
their				
child				
or				
stimu-				
late				
their				
child				
to				
terminate				
the				
apneas	concept	b		
.				
				
Excessive	symptom	b		
daytime	symptom	i		
sleepiness	symptom	i		
may				
be				
present				
,				
especially				
in				
older				
children				
and				
adoles-				
cents				
,				
but				
is				
seen				
less				
commonly				
in				
children				
than				
in				
adults				
with				
OSA				
.				
				
Developmental	symptom	b		
,	symptom	i		
behavioral	symptom	i		
,	symptom	i		
and	symptom	i		
learning	symptom	i		
issues	symptom	i		
are				
frequently				
present				
.				
				
These				
may				
include				
attention	symptom	b		
problems	symptom	i		
,				
hyperactivity	symptom	b		
,				
moodiness	symptom	b		
,				
irritability	symptom	b		
,				
and				
impaired	symptom	b		
academic	symptom	i		
performance	symptom	i		
.				
				
Predisposing				
and				
Precipitating				
Factors				
Adenotonsillar	riskfactor	b		
hypertrophy	riskfactor	i		
and				
obesity	riskfactor	b		
are				
the				
most				
common				
predisposing				
/				
precip-				
itating				
factors				
.				
				
Children				
with				
craniofacial	riskfactor	b		
abnormalities	riskfactor	i		
,				
particularly				
micrognathia	riskfactor	b		
or				
midfacial	riskfactor	b		
hypoplasia	riskfactor	i		
,				
are				
at				
risk				
.				
				
Those				
with				
Down	riskfactor	b		
syndrome	riskfactor	i		
are				
particularly				
at				
risk				
for				
having				
OSA	condition	b		
.				
				
Children				
with				
neuromuscular	riskfactor	b		
diseases	riskfactor	i		
often				
have				
upper	riskfactor	b		
airway	riskfactor	i		
muscle	riskfactor	i		
weakness	riskfactor	i		
,				
which				
predisposes				
to				
airway	concept	b		
collapse	concept	i		
.				
				
Children				
with				
cerebral	riskfactor	b		
palsy	riskfactor	i		
may				
be				
predisposed				
to				
OSA	condition	b		
because				
of				
spasticity				
,				
weakness				
,				
or				
incoordination				
of				
the				
upper	concept	b		
airway	concept	i		
muscles	concept	i		
.				
				
Infants				
with				
gastroesophageal	condition	b		
reflux	condition	i		
may				
develop				
OSA				
due				
to				
upper	condition	b		
airway	condition	i		
edema	condition	i		
or				
laryngospasm	condition	b		
.				
				
Other				
medical				
conditions				
such				
as				
mucopoly-	condition	b		
saccharidosis	condition	i		
and				
sickle	condition	b		
cell	condition	i		
disease	condition	i		
may				
predispose				
to				
OSA	condition	b		
.				
				
Pharyngeal	concept	b		
flap	concept	i		
oper-	concept	i		
ations	concept	i		
,				
typically				
performed				
to				
improve				
speech				
quality				
in				
patients				
with				
cleft	condition	b		
palate	condition	i		
,				
can				
result				
in				
OSA	condition	b		
.				
				
Environmental	concept	b		
tobacco	concept	i		
smoke	concept	i		
exposure	concept	i		
has				
been				
associated				
with				
snoring	symptom	b		
and				
OSA	condition	b		
.				
				
Central	condition	b		
Sleep	condition	i		
Apnea	condition	i		
Syndromes	condition	i		
Central	condition	b		
Sleep	condition	i		
Apnea	condition	i		
with	condition	i		
Cheyne	condition	i		
-	condition	i		
Stokes	condition	i		
Breathing	condition	i		
ICD-9				
-				
CM				
code				
:				
786.04				
Alternate				
Names				
Cheyne	condition	b		
-	condition	i		
Stokes	condition	i		
respiration	condition	i		
.				
				
Diagnostic				
Criteria				
(				
A				
or				
B				
)				
+				
C				
+				
D				
satisfy				
the				
criteria				
A.				
				
The				
presence				
of				
one				
or				
more				
of				
the				
following				
:				
1				
.				
Sleepiness	symptom	b		
.				
				
ICD-10				
-				
CM				
code				
:				
R06.3				
Sleep				
Related				
Breathing				
Disorders				
.				
				
Difficulty	symptom	b		
initiating	symptom	i		
or	symptom	i		
maintaining	symptom	i		
sleep	symptom	i		
,				
frequent	symptom	b		
awakenings	symptom	i		
,				
or				
nonrestorative	symptom	b		
sleep	symptom	i		
.				
.				
				
Awakening	symptom	b		
short	symptom	i		
of	symptom	i		
breath	symptom	i		
.				
.				
				
Snoring	symptom	b		
.				
.				
				
Witnessed	symptom	b		
apneas	symptom	i		
.				
				
B.				
The				
presence				
of				
atrial	condition	b		
fibrillation	condition	i		
/				
flutter	condition	b		
,				
congestive	condition	b		
heart	condition	i		
failure	condition	i		
,				
or				
a				
neurological	concept	b		
disorder	concept	i		
.				
				
C.				
PSG	test	b		
(				
during				
diagnostic	concept	b		
or	concept	i		
positive	concept	i		
airway	concept	i		
pressure	concept	i		
titration	concept	i		
)				
shows				
all				
of				
the				
following				
:				
.				
				
Five			something	b
or			something	i
more			something	i
central	concept	b		
apneas	concept	i		
and/or				
central	concept	b		
hypopneas	concept	i		
per				
hour			something	
of			something	
sleep.1			something	
.				
				
The				
total				
number				
of				
central	concept	b		
apneas	concept	i		
and/or				
central	concept	b		
hypopneas	concept	i		
is				
>			something	
50			something	
%			something	
of				
the				
total				
number				
of				
apneas	concept	b		
and				
hypopneas.2	concept	b	typo	
.				
				
The				
pattern				
of				
ventilation				
meets				
criteria				
for				
Cheyne	condition	b		
-	condition	i		
Stokes	condition	i		
breathing	condition	i		
(				
CSB).1	condition	b	typo	
D.				
The				
disorder				
is				
not				
better				
explained				
by				
another				
current				
sleep				
disorder				
,				
medication				
use				
(				
e.g.				
,				
opioids	concept	b		
)				
,				
or				
substance	condition	b		
use	condition	i		
disorder	condition	i		
.				
				
Notes				
.				
				
As				
defined				
by				
the				
most				
recent				
version				
of				
the				
AASM	document	b		
Manual	document	i		
for	document	i		
the	document	i		
Scoring	document	i		
of	document	i		
Sleep	document	i		
and	document	i		
Associated	document	i		
Events	document	i		
.				
.				
				
If				
criterion	concept	b		
C2	concept	i		
is				
not				
met				
,				
CSB	condition	b		
can				
be				
listed				
as				
a				
polysomnographic	concept	b		
finding	concept	i		
.				
.				
				
A				
diagnosis				
of				
central	condition	b		
sleep	condition	i		
apnea	condition	i		
(				
CSA	condition	b		
)				
with				
CSB	condition	b		
does				
not				
exclude				
a				
diagnosis				
of				
OSA	condition	b		
.				
				
Sleep				
Related				
Breathing				
Disorders				
Essential				
Features				
CSA	condition	b		
-	condition	i		
CSB	condition	i		
is				
characterized				
by				
recurrent				
central	concept	b		
apneas	concept	i		
or				
central	concept	b		
hypopneas	concept	i		
				
alternat-				
ing				
with				
a				
respiratory	concept	b		
phase	concept	i		
exhibiting				
a				
crescendo	concept	b		
-	concept	i		
decrescendo	concept	i		
pattern	concept	i		
of				
flow				
(				
or				
tidal	concept	b		
volume	concept	i		
)				
.				
				
The				
longer				
cycle	concept	b		
length	concept	i		
(				
>			timestamp	b
40			timestamp	i
seconds			timestamp	i
;				
typically				
45			timestamp	b
to			timestamp	i
60			timestamp	i
seconds			timestamp	i
)				
distinguishes				
CSB	condition	b		
from				
other				
central	condition	b		
sleep	condition	i		
apnea	condition	i		
types				
.				
				
The				
vast				
majority				
of				
patients				
with				
CSA	condition	b		
-	condition	i		
CSB	condition	i		
have				
either				
systolic	condition	b		
or	condition	i		
diastolic	condition	i		
heart	condition	i		
failure	condition	i		
.				
				
In				
systolic	condition	b		
heart	condition	i		
failure	condition	i		
the				
cycle	concept	b		
length	concept	i		
is				
longer				
(				
longer				
respiratory	concept	b		
phase	concept	i		
)				
than				
in				
patients				
with				
diastolic	condition	b		
heart	condition	i		
failure	condition	i		
,				
and				
there				
is				
often				
a				
delay				
in				
the				
nadir	concept	b		
of				
the				
associated				
oxygen	concept	b		
desatu-	concept	i		
ration	concept	i		
.				
				
Patients				
with				
CSA	condition	b		
-	condition	i		
CSB	condition	i		
have				
normal			something	
or				
low			something	
daytime	concept	b		
arterial	concept	i		
PCO2	concept	i		
(				
PaCO2	concept	b		
)				
.				
				
Some				
patients				
with				
heart	concept	b		
failure	concept	i		
have				
a				
mixture				
of				
obstructive	concept	b		
and	concept	i		
central	concept	i		
apneas	concept	i		
with				
more				
central	concept	b		
apneas	concept	i		
in				
the				
later			something	
part			something	
of			something	
the			something	
night			something	
or				
when				
the				
patient				
is				
placed				
on				
posi-	treatment	b		
tive	treatment	i		
airway	treatment	i		
pressure	treatment	i		
(				
PAP	treatment	b		
)				
.				
				
A				
diagnosis				
of				
CSA	condition	b		
-	condition	i		
CSB	condition	i		
requires				
that				
events				
be				
predom-				
inantly				
central	concept	b		
apneas	concept	i		
and				
hypopneas	concept	b		
with				
an				
average			something	
frequency			something	
of				
at			timestamp	b
least			timestamp	i
5			timestamp	i
/			timestamp	i
hour			timestamp	i
during				
a				
diagnostic				
PSG	test	b		
or				
either				
the				
diagnostic	concept	b		
or	concept	i		
therapeutic	concept	i		
portion	concept	i		
of				
a				
split	test	b		
-	test	i		
night	test	i		
study	test	i		
.				
				
For				
patients				
with				
a				
mixture				
of				
OSA	condition	b		
and				
CSA	condition	b		
-	condition	i		
CSB	condition	i		
,				
the				
central	concept	b		
apneas	concept	i		
may				
appear				
only				
after				
elimination				
of				
obstruction				
on				
positive	treatment	b		
airway	treatment	i		
pressure	treatment	i		
.				
				
In				
patient				
with				
CSA	condition	b		
-	condition	i		
CSB	condition	i		
,				
arousal	concept	b		
from	concept	i		
sleep	concept	i		
tends				
to				
occur				
at				
the				
zenith	concept	b		
of				
respiratory	concept	b		
effort	concept	i		
between				
contiguous	concept	b		
central	concept	i		
apneas	concept	i		
or	concept	i		
hypopneas	concept	i		
.				
				
This				
can				
result				
in				
sleep	concept	b		
fragmen-	concept	i		
tation	concept	i		
.				
				
However				
,				
patients				
may				
complain				
of				
disturbed	symptom	b		
nocturnal	symptom	i		
sleep	symptom	i		
or				
nocturnal	symptom	b		
dyspnea	symptom	i		
rather				
than				
daytime	symptom	b		
sleepiness	symptom	i		
.				
				
Predisposing				
and				
Precipitating				
Factors				
The				
most				
important				
predisposing				
factors				
are				
the				
presence				
of				
congestive	riskfactor	b		
heart	riskfactor	i		
failure	riskfactor	i		
,				
stroke	riskfactor	b		
,				
and				
possibly				
renal	riskfactor	b		
failure	riskfactor	i		
.				
				
Within				
the				
heart	condition	b		
failure	condition	i		
population				
,				
risk				
factors				
for				
CSB	concept	b		
pattern	concept	i		
during				
sleep				
include				
male	riskfactor	b		
sex	riskfactor	i		
,				
age	riskfactor	b		
older	riskfactor	i		
than	riskfactor	i		
60	riskfactor	i		
years	riskfactor	i		
,				
the				
presence				
of				
atrial	riskfactor	b		
fibrillation	riskfactor	i		
,				
and				
daytime	riskfactor	b		
hypocapnia	riskfactor	i		
(				
i.e.				
,				
awake	concept	b		
PaCO2	concept	i		
of				
38				
mm				
Hg				
or				
less				
)				
.				
				
In				
general				
,				
greater	riskfactor	b		
pulmonary	riskfactor	i		
congestion	riskfactor	i		
(				
higher	riskfactor	b		
left	riskfactor	i		
ventricular	riskfactor	i		
end	riskfactor	i		
-	riskfactor	i		
diastolic	riskfactor	i		
pressure	riskfactor	i		
)				
predicts				
lower	riskfactor	b		
PaCO2	riskfactor	i		
.				
				
Some				
studies				
suggest				
that				
CSA	condition	b		
-	condition	i		
CSB	condition	i		
occurs				
more				
commonly				
in				
the				
supine	riskfactor	b		
position	riskfactor	i		
.				
				
Although				
renal	riskfactor	b		
failure	riskfactor	i		
is				
often				
listed				
as				
a				
possible				
cause				
of				
CSA-	condition	b		
CSB	condition	i		
,				
there				
is				
scant				
literature				
documenting				
this				
association				
.				
				
Central	condition	b		
Apnea	condition	i		
	condition	i		
Due	condition	i		
to	condition	i		
a	condition	i		
Medical	condition	i		
Disorder	condition	i		
without	condition	i		
Cheyne	condition	i		
-	condition	i		
Stokes	condition	i		
Breathing	condition	i		
ICD-9				
-				
CM				
code				
:				
327.27				
Alternate				
Names				
Not				
applicable				
or				
known				
.				
				
Diagnostic				
Criteria				
Criteria				
A				
-				
C				
must				
be				
met				
A.				
				
The				
presence				
of				
one				
or				
more				
of				
the				
following1				
:				
1				
.				
Sleepiness	symptom	b		
.				
				
ICD-10				
-				
CM				
code				
:				
G47.37				
Sleep				
Related				
Breathing				
Disorders				
.				
				
Difficulty	symptom	b		
initiating	symptom	i		
or	symptom	i		
maintaining	symptom	i		
sleep	symptom	i		
,				
frequent	symptom	b		
awakenings	symptom	i		
,				
or				
nonrestorative	symptom	b		
sleep	symptom	i		
.				
.				
				
Awakening	symptom	b		
short	symptom	i		
of	symptom	i		
breath	symptom	i		
.				
.				
				
Snoring	symptom	b		
.				
.				
				
Witnessed	symptom	b		
apneas	symptom	i		
.				
				
B.				
PSG	test	b		
shows				
all			something	
of				
the				
following				
:				
.				
				
Five			something	
or			something	
more			something	
central	concept	b		
apneas	concept	i		
and/or				
central	concept	b		
hypopneas	concept	i		
per			something	
hour			something	
of			something	
sleep.2			something	
Sleep				
Related				
Breathing				
Disorders				
.				
				
The				
number				
of				
central	concept	b		
apneas	concept	i		
and/or				
central	concept	b		
hypopneas	concept	i		
is				
>			something	
50			something	
%			something	
of			something	
the			something	
total			something	
number			something	
of				
apneas	concept	b		
and				
hypopneas	concept	b		
.				
.				
				
Absence				
of				
CSB.2	condition	b	typo	
C.				
The				
disorder				
occurs				
as				
a				
consequence				
of				
a				
medical			cause	
or			cause	
neurological			cause	
disorder			cause	
but				
is				
not				
due				
to				
medication			something	
use			something	
or				
substance			something	
use			something	
.				
				
Notes				
.				
				
In				
infants				
and				
young				
children				
,				
symptoms				
are				
supportive				
but				
not				
required				
.				
.				
				
As				
defined				
by				
the				
most				
recent				
version				
of				
the				
AASM	document	b		
Manual	document	i		
for	document	i		
the	document	i		
Scoring	document	i		
of	document	i		
Sleep	document	i		
and	document	i		
Associated	document	i		
Events	document	i		
.				
.				
				
Sleep	condition	b		
related	condition	i		
hypoventilation	condition	i		
is				
not				
required				
but				
may				
be				
present				
.				
				
If				
the				
patient				
meets				
criteria				
for				
both				
sleep	condition	b		
related	condition	i		
hypoventilation	condition	i		
and				
CSA	condition	b		
due	condition	i		
to	condition	i		
medical	condition	i	cause	
or	condition	i	cause	
neurological	condition	i	cause	
condition	condition	i	cause	
not	condition	i		
Cheyne	condition	i		
-	condition	i		
Stokes	condition	i		
,				
both				
diagnoses				
can				
be				
made				
.				
.				
				
In				
some				
patients				
other				
abnormalities				
of				
breathing				
such				
as				
ataxic	concept	b		
breathing	concept	i		
may				
be				
prominent				
.				
.				
				
A				
diagnosis				
of				
central	condition	b		
apnea	condition	i		
due				
to				
a				
medical				
disorder				
without				
CSB	condition	b		
does				
not				
exclude				
a				
diagnosis				
of				
OSA	condition	b		
.				
				
Essential				
Features				
CSA	condition	b		
that				
is				
attributed				
to				
a				
medical			cause	
or			cause	
neurological			cause	
condition			cause	
(				
and				
does				
not				
have				
the				
pattern				
of				
CSB	condition	b		
)				
is				
classified				
here				
.				
				
The				
majority				
of				
these				
patients				
have				
brainstem	concept	b		
lesions	concept	i		
of				
developmental	concept	b		
,	concept	i		
vascular	concept	i		
,	concept	i		
neoplastic	concept	i		
,	concept	i		
degenerative	concept	i		
,	concept	i		
demyelinating	concept	i		
,	concept	i		
or	concept	i		
traumatic	concept	i		
origin	concept	i		
.				
				
Predisposing				
and				
Precipitating				
Factors				
Because				
of				
the				
heterogeneity	concept	b		
of				
etiologies	concept	b		
in				
this				
type				
of				
CSA	condition	b		
,				
predisposing				
and				
pre-				
cipitating				
factors				
