nodeId,labels,properties
475,[Entity],"{name: structure and content, label: Concept}"
476,[Entity],"{name: this manual, label: Document}"
477,[Entity],"{name: target users, label: Concept}"
478,[Entity],"{name: goal, label: Concept}"
479,[Entity],"{name: chronic insomnia disorder, label: Condition}"
480,[Entity],"{name: DSM classification, label: Document}"
481,[Entity],"{name: Circadian Rhythm Sleep-Wake Disorder, label: Condition}"
482,[Entity],"{name: DSM, label: Document}"
483,[Entity],"{name: Two systems, label: Document}"
484,[Entity],"{name: ICD-9-CM, label: Concept}"
485,[Entity],"{name: expansion and reorganization of sleep related diagnoses, label: Outcome}"
486,[Entity],"{name: sleep related diagnoses, label: Concept}"
487,[Entity],"{name: Diseases of the Nervous System, label: Condition}"
488,[Entity],"{name: ICD, label: Concept}"
489,[Entity],"{name: sleep diagnoses, label: Concept}"
490,[Entity],"{name: neurological and mental disorder categories, label: Concept}"
491,[Entity],"{name: organic disorders, label: Concept}"
492,[Entity],"{name: non-organic disorders, label: Concept}"
493,[Entity],"{name: diagnostic codes, label: Concept}"
494,[Entity],"{name: most current version of ICD-9-CM, label: Document}"
495,[Entity],"{name: ICD-9-CM codes for sleep disorders, label: Document}"
496,[Entity],"{name: ICD-10-CM, label: Document}"
497,[Entity],"{name: chronic insomnia, label: Concept}"
498,[Entity],"{name: discussed, label: Concept}"
499,[Entity],"{name: further below, label: Document}"
500,[Entity],"{name: ICD-9-CM and ICD-10-CM, label: Document}"
501,[Entity],"{name: Diagnostic codes, label: Concept}"
502,[Entity],"{name: ICD-10-CM implementation date, label: Concept}"
503,[Entity],"{name: United States medical coding system, label: Concept}"
504,[Entity],"{name: Medical coding system, label: Concept}"
505,[Entity],"{name: ICD classification of sleep disorders, label: Document}"
506,[Entity],"{name: less detailed, label: Concept}"
507,[Entity],"{name: ICSD, label: Document}"
508,[Entity],"{name: international users, label: Concept}"
509,[Entity],"{name: Clinical Modification (CM), label: Document}"
510,[Entity],"{name: United States, label: Concept}"
511,[Entity],"{name: This manual, label: Document}"
512,[Entity],"{name: ICD codes, label: Concept}"
513,[Entity],"{name: 307.42 (ICD-9-CM), label: Code}"
514,[Entity],"{name: F51.01 (ICD-10-CM), label: Code}"
515,[Entity],"{name: Nonorganic persistent disorder of initiating or maintaining sleep, label: Condition}"
516,[Entity],"{name: Primary insomnia, label: Condition}"
517,[Entity],"{name: insomnia diagnoses, label: Condition}"
518,[Entity],"{name: classification and coding changes, label: Concept}"
519,[Entity],"{name: sleep medicine clinicians, label: Document}"
520,[Entity],"{name: Medical coding systems, label: Concept}"
521,[Entity],"{name: This edition, label: Document}"
522,[Entity],"{name: Best approximations, label: Concept}"
523,[Entity],"{name: 47, label: Concept}"
524,[Entity],"{name: persistent difficulty with sleep initiation, duration, consolidation, or quality, label: Symptom}"
525,[Entity],"{name: daytime impairment, label: Outcome}"
526,[Entity],"{name: adequate opportunity and circumstances for sleep, label: Concept}"
527,[Entity],"{name: Persistent sleep difficulty, label: Concept}"
528,[Entity],"{name: Adequate sleep opportunity, label: Concept}"
529,[Entity],"{name: Associated daytime dysfunction, label: Concept}"
530,[Entity],"{name: difficulties initiating or maintaining sleep, label: Symptom}"
531,[Entity],"{name: nocturnal wakefulness, label: Concept}"
532,[Entity],"{name: lengthy periods, label: Symptom}"
533,[Entity],"{name: insufficient amounts of nocturnal sleep, label: Symptom}"
534,[Entity],"{name: poor sleep quality, label: Concept}"
535,[Entity],"{name: sleep related symptoms, label: Symptom}"
536,[Entity],"{name: insomnia disorder, label: Condition}"
537,[Entity],"{name: education and reassurance, label: Treatment}"
538,[Entity],"{name: Characteristic or manifestation, label: Concept}"
539,[Entity],"{name: Caretakers, label: RiskFactor}"
540,[Entity],"{name: nocturnal sleep concerns, label: Symptom}"
541,[Entity],"{name: daytime impairments, label: Outcome}"
542,[Entity],"{name: nighttime sleep difficulties, label: Concept}"
543,[Entity],"{name: unidentified mechanism during sleep and wakefulness, label: Concept}"
544,[Entity],"{name: daytime symptoms, label: Concept}"
545,[Entity],"{name: fatigue, label: Outcome}"
546,[Entity],"{name: decreased mood or irritability, label: Outcome}"
547,[Entity],"{name: general malaise, label: Outcome}"
548,[Entity],"{name: cognitive impairment, label: Outcome}"
549,[Entity],"{name: impair social or vocational functioning and reduce quality of life, label: Outcome}"
550,[Entity],"{name: lead to poor school performance, impaired attention, and behavioral disturbance, label: Outcome}"
551,[Entity],"{name: muscle tension, label: Symptom}"
552,[Entity],"{name: palpitations, label: Symptom}"
553,[Entity],"{name: headache, label: Symptom}"
554,[Entity],"{name: motor vehicle accidents, label: RiskFactor}"
555,[Entity],"{name: work-site accidents, label: RiskFactor}"
556,[Entity],"{name: psychiatric disorders, label: RiskFactor}"
557,[Entity],"{name: cardiovascular disorders, label: RiskFactor}"
558,[Entity],"{name: comorbid medical illnesses, mental disorders, and other sleep disorders, label: Concept}"
559,[Entity],"{name: substances, label: Concept}"
560,[Entity],"{name: association, label: RiskFactor}"
561,[Entity],"{name: Comorbidity, label: Concept}"
562,[Entity],"{name: Persistence, label: Concept}"
563,[Entity],"{name: Prominence, label: Concept}"
564,[Entity],"{name: Separate insomnia diagnosis, label: Condition}"
565,[Entity],"{name: primary sleep disorder, label: Concept}"
566,[Entity],"{name: secondary form of sleep disturbance, label: Concept}"
567,[Entity],"{name: underlying primary psychiatric, medical, or substance abuse disorder, label: Condition}"
568,[Entity],"{name: subtypes, label: Concept}"
569,[Entity],"{name: primary and secondary insomnias, label: Concept}"
570,[Entity],"{name: another condition, label: Condition}"
571,[Entity],"{name: clinically significant condition, label: Condition}"
572,[Entity],"{name: primary condition, label: Condition}"
573,[Entity],"{name: adequately treated, label: Condition}"
574,[Entity],"{name: adversely affect the outcome, label: Outcome}"
575,[Entity],"{name: comorbid conditions, label: Condition}"
576,[Entity],"{name: untreated, label: Treatment}"
577,[Entity],"{name: treatment of the insomnia, label: Treatment}"
578,[Entity],"{name: outcome of both the sleep disturbance and the comorbid conditions, label: Outcome}"
579,[Entity],"{name: sleep disturbance, label: Condition}"
580,[Entity],"{name: comorbid disorder, label: Concept}"
581,[Entity],"{name: separate treatment attention, label: Concept}"
582,[Entity],"{name: Primary vs. secondary insomnia, label: Concept}"
583,[Entity],"{name: Primary Insomnia, label: Condition}"
584,[Entity],"{name: Psycho-physiological Insomnia, label: Subtype}"
585,[Entity],"{name: Idiopathic Insomnia, label: Subtype}"
586,[Entity],"{name: Inadequate Sleep Hygiene, label: Subtype}"
587,[Entity],"{name: Paradoxical Insomnia, label: Subtype}"
588,[Entity],"{name: diagnostic criteria, label: Condition}"
589,[Entity],"{name: sleep-disruptive habits, label: Concept}"
590,[Entity],"{name: underestimation of sleep time, label: Concept}"
591,[Entity],"{name: conditioned arousal, label: Concept}"
592,[Entity],"{name: insomnia subtypes, label: Condition}"
593,[Entity],"{name: discrimination, label: Concept}"
594,[Entity],"{name: secondary forms of insomnia, label: Condition}"
595,[Entity],"{name: diagnostic distinctions, label: Concept}"
596,[Entity],"{name: previous versions of the International Classification of Sleep Disorders, label: Document}"
597,[Entity],"{name: difficult to reliably ascertain, label: Outcome}"
598,[Entity],"{name: of questionable validity, label: Outcome}"
599,[Entity],"{name: current manual, label: Document}"
600,[Entity],"{name: diagnostic categories, label: Concept}"
601,[Entity],"{name: short-term insomnia disorder, label: Condition}"
602,[Entity],"{name: other insomnia disorder, label: Condition}"
603,[Entity],"{name: comorbidities, label: Condition}"
604,[Entity],"{name: potentially sleep disruptive, label: Concept}"
605,[Entity],"{name: Chronic insomnia disorder, label: Condition}"
606,[Entity],"{name: chronic sleep onset and/or sleep maintenance complaints, label: Symptom}"
607,[Entity],"{name: associated daytime impairment, label: Outcome}"
608,[Entity],"{name: clinically significant morbidity outcomes, label: Concept}"
609,[Entity],"{name: Short-term insomnia disorder, label: Condition}"
610,[Entity],"{name: Sleep/wake difficulties, label: Concept}"
611,[Entity],"{name: clinically significant sleep dissatisfaction or waking impairment, label: Outcome}"
612,[Entity],"{name: Rare insomnia disorders, label: Condition}"
613,[Entity],"{name: Clinical attention, label: Concept}"
614,[Entity],"{name: ICD-9-CM code: 307.42, ICD-10-CM code:, label: Document}"
615,[Entity],"{name: Chronic insomnia, primary insomnia, secondary insomnia, comorbid insomnia, disorder of initiating and maintaining sleep, behavioral insomnia of childhood, sleep-onset association disorder, limit-setting sleep disorder, label: Condition}"
616,[Entity],"{name: F51.01, label: Concept}"
617,[Entity],"{name: Alternate Names, label: Concept}"
618,[Entity],"{name: Diagnostic Criteria, label: Concept}"
619,[Entity],"{name: Criteria A-F, label: Document}"
620,[Entity],"{name: patient, label: Concept}"
621,[Entity],"{name: daytime fatigue, label: Symptom}"
622,[Entity],"{name: Difficulty initiating sleep, label: Symptom}"
623,[Entity],"{name: Difficulty maintaining sleep, label: Symptom}"
624,[Entity],"{name: Waking up earlier than desired, label: Symptom}"
625,[Entity],"{name: Sleep Patterns, label: Concept}"
626,[Entity],"{name: Daytime Fatigue, label: Symptom}"
627,[Entity],"{name: Age, label: RiskFactor}"
628,[Entity],"{name: Arterial Blood Gas, label: Test}"
629,[Entity],"{name: Surgery, label: Treatment}"
630,[Entity],"{name: Improved Oxygen Saturation, label: Outcome}"
631,[Entity],"{name: Reduced Fatigue, label: Outcome}"
632,[Entity],"{name: Positive Airway Pressure, label: Concept}"
633,[Entity],"{name: Resistance to going to bed on appropriate schedule, label: Concept}"
634,[Entity],"{name: Smoking, label: RiskFactor}"
635,[Entity],"{name: Difficulty sleeping without parent or caregiver intervention, label: Symptom}"
636,[Entity],"{name: Pediatric Sleep Onset Association Disorder, label: Condition}"
637,[Entity],"{name: Parent or caregiver intervention, label: Treatment}"
638,[Entity],"{name: Fatigue/malaise, label: Symptom}"
639,[Entity],"{name: Nighttime sleep difficulty, label: Concept}"
640,[Entity],"{name: Attention, concentration, or memory impairment, label: Condition}"
641,[Entity],"{name: Impairment, label: Concept}"
642,[Entity],"{name: impaired social, family, occupational, or academic performance, label: Concept}"
643,[Entity],"{name: impaired performance, label: Outcome}"
644,[Entity],"{name: risk of impaired performance in various aspects of life, label: RiskFactor}"
645,[Entity],"{name: Mood disturbance/irritability, label: Symptom}"
646,[Entity],"{name: Symptom of a condition, label: Concept}"
647,[Entity],"{name: Daytime sleepiness, label: Symptom}"
648,[Entity],"{name: Behavioral problems, label: Concept}"
649,[Entity],"{name: hyperactivity, label: Symptom}"
650,[Entity],"{name: impulsivity, label: Symptom}"
651,[Entity],"{name: aggression, label: Symptom}"
652,[Entity],"{name: Reduced motivation/energy/initiative, label: Symptom}"
653,[Entity],"{name: Depression or Fatigue, label: Concept}"
654,[Entity],"{name: Proneness for errors/accidents, label: RiskFactor}"
655,[Entity],"{name: Risk factor, label: Concept}"
656,[Entity],"{name: Accidents, label: Outcome}"
657,[Entity],"{name: Errors, label: Outcome}"
658,[Entity],"{name: sleep, label: Concept}"
659,[Entity],"{name: concerns about or dissatisfaction with sleep, label: Symptom}"
660,[Entity],"{name: sleep/wake complaints, label: Symptom}"
661,[Entity],"{name: inadequate opportunity, label: Concept}"
662,[Entity],"{name: inadequate circumstances, label: Concept}"
663,[Entity],"{name: associated daytime symptoms occur at least three times per week, label: Outcome}"
664,[Entity],"{name: associated daytime symptoms, label: Symptom}"
665,[Entity],"{name: at least three months, label: Temporal Concept}"
666,[Entity],"{name: sleep/wake difficulty, label: Condition}"
667,[Entity],"{name: current time period, label: Spatiotemporal Concept}"
668,[Entity],"{name: another sleep disorder, label: Condition}"
669,[Entity],"{name: difficulties initiating sleep, label: Symptom}"
670,[Entity],"{name: all age groups, label: Concept}"
671,[Entity],"{name: difficulties maintaining sleep, label: Symptom}"
672,[Entity],"{name: waking up too early, label: Symptom}"
673,[Entity],"{name: functional impairment, label: Condition}"
674,[Entity],"{name: caretaker, label: Concept}"
675,[Entity],"{name: dementia, label: Condition}"
676,[Entity],"{name: Resistance going to bed on an appropriate schedule and difficulty sleeping without parent or caregiver intervention, label: Symptom}"
677,[Entity],"{name: children and older adults, label: Age Group}"
678,[Entity],"{name: recurrent episodes of sleep/wake difficulties, label: Symptom}"
679,[Entity],"{name: not meet the three-month duration criterion for any single such episode, label: Outcome}"
680,[Entity],"{name: persistence of their intermittent sleep difficulties over time, label: Time}"
681,[Entity],"{name: hypnotic medications, label: Treatment}"
682,[Entity],"{name: sleep well, label: Symptom}"
683,[Entity],"{name: criteria for an insomnia disorder, label: Concept}"
684,[Entity],"{name: medications, label: Treatment}"
685,[Entity],"{name: the above criteria, label: RiskFactor}"
686,[Entity],"{name: inability to sleep, label: Symptom}"
687,[Entity],"{name: dependence on sleep medications, label: RiskFactor}"
688,[Entity],"{name: sleep medications, label: Treatment}"
689,[Entity],"{name: chronic pain disorders, label: Condition}"
690,[Entity],"{name: gast-roesophageal reflux disease (GERD), label: Condition}"
691,[Entity],"{name: conditions, label: Condition}"
692,[Entity],"{name: insomnia diagnosis, label: Insomnia Diagnosis}"
693,[Entity],"{name: such conditions, label: Condition}"
694,[Entity],"{name: chronic, label: Concept}"
695,[Entity],"{name: sleep difficulty, label: Concept}"
696,[Entity],"{name: not the sole cause, label: Concept}"
697,[Entity],"{name: comorbid condition, label: Concept}"
698,[Entity],"{name: pain, label: Concept}"
699,[Entity],"{name: GERD, label: Concept}"
700,[Entity],"{name: these factors, label: RiskFactor}"
701,[Entity],"{name: autonomous aspect, label: Concept}"
702,[Entity],"{name: ongoing insomnia, label: Concept}"
703,[Entity],"{name: negative expectations, label: Concept}"
704,[Entity],"{name: perpetuating cognitive or behavioral factors, label: Concept}"
705,[Entity],"{name: medical condition, label: Condition}"
706,[Entity],"{name: difficulty initiating or maintaining sleep, label: Symptom}"
707,[Entity],"{name: general sleep dissatisfaction, label: Symptom}"
708,[Entity],"{name: frequent and persistent, label: Outcome}"
709,[Entity],"{name: sleep complaint, label: Symptom}"
710,[Entity],"{name: impairment, label: Concept}"
711,[Entity],"{name: important areas of functioning, label: Concept}"
712,[Entity],"{name: waking symptoms, label: Symptom}"
713,[Entity],"{name: adequate time and circumstances, label: Concept}"
714,[Entity],"{name: necessary sleep, label: Condition}"
715,[Entity],"{name: Isolation, label: Concept}"
716,[Entity],"{name: Mental disorder, label: Condition}"
717,[Entity],"{name: Medical condition, label: Condition}"
718,[Entity],"{name: Substance use, label: Condition}"
719,[Entity],"{name: difficulty returning to sleep, label: Symptom}"
720,[Entity],"{name: final awakening occurring too early, label: Symptom}"
721,[Entity],"{name: sleep onset complaints, label: Symptom}"
722,[Entity],"{name: sleep maintenance complaints, label: Symptom}"
723,[Entity],"{name: both types of complaints, label: Concept}"
724,[Entity],"{name: sleep complaints, label: Concept}"
725,[Entity],"{name: time, label: Concept}"
726,[Entity],"{name: sleep onset, label: Concept}"
727,[Entity],"{name: sleep maintenance difficulties, label: Concept}"
728,[Entity],"{name: mixed sleep onset and sleep maintenance difficulties, label: Concept}"
729,[Entity],"{name: poor-quality sleep, label: Symptom}"
730,[Entity],"{name: Insomnia disorder, label: Condition}"
731,[Entity],"{name: unrefreshing sleep, label: Symptom}"
732,[Entity],"{name: nonrestorative sleep, label: Symptom}"
733,[Entity],"{name: subjective sleep complaints, label: Concept}"
734,[Entity],"{name: age groups, label: Concept}"
735,[Entity],"{name: degree, label: Concept}"
736,[Entity],"{name: sleep onset latencies, label: Symptom}"
737,[Entity],"{name: clinically significant sleep disturbances, label: Concept}"
738,[Entity],"{name: periods of wakefulness after sleep onset > 20 minutes, label: Symptom}"
739,[Entity],"{name: children and young adults, label: Condition}"
740,[Entity],"{name: middle and older aged adults, label: Concept}"
741,[Entity],"{name: onset latencies and periods of wakefulness during sleep > 30 minutes, label: Concept}"
742,[Entity],"{name: early morning awakening, label: Symptom}"
743,[Entity],"{name: reduced total sleep time, label: Concept}"
744,[Entity],"{name: termination of sleep, label: Concept}"
745,[Entity],"{name: desired rising time, label: Concept}"
746,[Entity],"{name: usual premorbid sleep pattern, label: Concept}"
747,[Entity],"{name: early morning awakenings, label: Concept}"
748,[Entity],"{name: usual bedtimes, label: Concept}"
749,[Entity],"{name: final awakening at 4:00 a.m., label: Concept}"
750,[Entity],"{name: usual bedtime is 11:00 p.m., label: Concept}"
751,[Entity],"{name: sleep difficulties, label: Condition}"
752,[Entity],"{name: symptoms during wakefulness, label: Symptom}"
753,[Entity],"{name: impairment of normal functioning, label: Outcome}"
754,[Entity],"{name: reduced motivation, label: Symptom}"
755,[Entity],"{name: reduced concentration, attention, and memory functioning, label: Symptom}"
756,[Entity],"{name: irritability or reduced mood, label: Symptom}"
757,[Entity],"{name: daytime sleepiness, label: Symptom}"
758,[Entity],"{name: hypersomnolence conditions, label: Concept}"
759,[Entity],"{name: unintentional sleep episodes, label: Concept}"
760,[Entity],"{name: reduced performance at work or school, label: Symptom}"
761,[Entity],"{name: impaired social functioning, label: Concept}"
762,[Entity],"{name: errors or accidents at work, label: Outcome}"
763,[Entity],"{name: work-related errors or accidents, label: RiskFactor}"
764,[Entity],"{name: headaches, label: Symptom}"
765,[Entity],"{name: somatic symptoms, label: Concept}"
766,[Entity],"{name: gastrointestinal dysfunction, label: Symptom}"
767,[Entity],"{name: ongoing sleep difficulties, label: RiskFactor}"
768,[Entity],"{name: insomnia sufferers, label: Concept}"
769,[Entity],"{name: lack of energy, label: Symptom}"
770,[Entity],"{name: desire to reduce or limit activity levels, label: Symptom}"
771,[Entity],"{name: snoring or unintended sleep episodes, label: Symptom}"
772,[Entity],"{name: differentiated from, label: Concept}"
773,[Entity],"{name: reports of subjective sleepiness, label: Concept}"
774,[Entity],"{name: subjective sleepiness, label: Symptom}"
775,[Entity],"{name: reduced alertness, label: Symptom}"
776,[Entity],"{name: enhanced need or desire to sleep, label: Symptom}"
777,[Entity],"{name: spontaneous sleep, label: Concept}"
778,[Entity],"{name: falling asleep spontaneously, label: Symptom}"
779,[Entity],"{name: intending to fall asleep, label: RiskFactor}"
780,[Entity],"{name: desire to nap, label: Symptom}"
781,[Entity],"{name: unable to nap, label: Symptom}"
782,[Entity],"{name: frequent, unintentional daytime sleep episodes, label: Symptom}"
783,[Entity],"{name: other types of sleep disorders, label: Condition}"
784,[Entity],"{name: sleep disordered breathing, narcolepsy, idio-pathic hypersomnia, and the like, label: Concept}"
785,[Entity],"{name: inappropriate sleep associations, label: Concept}"
786,[Entity],"{name: difficulty falling asleep, staying asleep, or both, label: RiskFactor}"
787,[Entity],"{name: inadequate limit setting, label: Concept}"
788,[Entity],"{name: Inappropriate sleep, label: Condition}"
789,[Entity],"{name: Association, label: Concept}"
790,[Entity],"{name: dependency on specific stimulation, objects, or settings for initiating sleep or returning to sleep following an awakening, label: Concept}"
791,[Entity],"{name: Sleep onset delay, label: Condition}"
792,[Entity],"{name: significantly delayed sleep onset, label: Outcome}"
793,[Entity],"{name: absence of these conditions, label: Concept}"
794,[Entity],"{name: frequent nighttime awakenings and/or nighttime fears or anxiety about sleeping alone, label: Symptom}"
795,[Entity],"{name: manifestation, label: Concept}"
796,[Entity],"{name: condition, label: Concept}"
797,[Entity],"{name: stimulation, label: Concept}"
798,[Entity],"{name: process of falling asleep, label: Concept}"
799,[Entity],"{name: object, label: Concept}"
800,[Entity],"{name: setting, label: Concept}"
801,[Entity],"{name: specific form of stimulation, label: Symptom}"
802,[Entity],"{name: disorder, label: Concept}"
803,[Entity],"{name: difficulty falling asleep at bedtime, label: Symptom}"
804,[Entity],"{name: following normal nighttime arousals, label: Symptom}"
805,[Entity],"{name: falling asleep, label: Condition}"
806,[Entity],"{name: resumes sleep relatively quickly, label: Outcome}"
807,[Entity],"{name: reestablished conditions, label: Concept}"
808,[Entity],"{name: sleep-onset associations, label: Concept}"
809,[Entity],"{name: highly problematic or demanding, label: Outcome}"
810,[Entity],"{name: significantly delayed sleep onset or disrupted sleep, label: Outcome}"
811,[Entity],"{name: caregiver intervention is frequently required, label: Outcome}"
812,[Entity],"{name: extended rocking, car rides, label: Concept}"
813,[Entity],"{name: bedtime stalling or bedtime refusal, label: Symptom}"
814,[Entity],"{name: limit-setting issues, label: Concept}"
815,[Entity],"{name: inadequate limit setting by a caregiver, label: RiskFactor}"
816,[Entity],"{name: sleep problems, label: Concept}"
817,[Entity],"{name: inconsistent or unpredictable limits, label: RiskFactor}"
818,[Entity],"{name: no limits or few limits, label: RiskFactor}"
819,[Entity],"{name: caregivers, label: Concept}"
820,[Entity],"{name: instituting no or few limits, label: RiskFactor}"
821,[Entity],"{name: instituting inconsistent or unpredictable limits, label: RiskFactor}"
822,[Entity],"{name: Limit-setting sleep problems, label: Concept}"
823,[Entity],"{name: prolonged nocturnal awakenings, label: Outcome}"
824,[Entity],"{name: depending on caregiver response during the night, label: Outcome}"
825,[Entity],"{name: underlying anxiety or fears, label: Concept}"
826,[Entity],"{name: specific conditions for sleeping, label: Condition}"
827,[Entity],"{name: resistance to go to bed, label: RiskFactor}"
828,[Entity],"{name: Fear of sleeping alone, being in the dark, or having nightmares, label: Symptom}"
829,[Entity],"{name: Demanding certain sleep promoting conditions or repeatedly delaying bedtimes, label: Outcome}"
830,[Entity],"{name: Presence of parent in bedroom, label: Concept}"
831,[Entity],"{name: Demanding certain sleep promoting conditions, label: Treatment}"
832,[Entity],"{name: daytime consequences, label: Outcome}"
833,[Entity],"{name: more serious morbidity outcomes, label: Outcome}"
834,[Entity],"{name: three times per week, label: Frequency}"
835,[Entity],"{name: three months, label: Duration}"
836,[Entity],"{name: frequency criteria, label: Concept}"
837,[Entity],"{name: duration criteria, label: Concept}"
838,[Entity],"{name: acute and episodic forms, label: Concept}"
839,[Entity],"{name: significant distress, label: Concept}"
840,[Entity],"{name: significant distress and functional impairment, label: Concept}"
841,[Entity],"{name: clinical attention, label: Concept}"
842,[Entity],"{name: feelings of reduced well-being, label: Symptom}"
843,[Entity],"{name: daytime, label: Concept}"
844,[Entity],"{name: worry, label: Symptom}"
845,[Entity],"{name: excessive focus, label: Concept}"
846,[Entity],"{name: common, label: RiskFactor}"
847,[Entity],"{name: thoughts, label: Concept}"
848,[Entity],"{name: ongoing, label: TemporalConcept}"
849,[Entity],"{name: approaches, label: TemporalConcept}"
850,[Entity],"{name: performance anxiety, label: Concept}"
851,[Entity],"{name: stress, label: RiskFactor}"
852,[Entity],"{name: Frank, label: Concept}"
853,[Entity],"{name: anxiety, label: Symptom}"
854,[Entity],"{name: worry-prone, label: Symptom}"
855,[Entity],"{name: comorbid anxiety disorder, label: Concept}"
856,[Entity],"{name: environmental cues in their bedrooms, label: RiskFactor}"
857,[Entity],"{name: conscious efforts to initiate sleep, label: RiskFactor}"
858,[Entity],"{name: cognitive and physiological arousal, label: Concept}"
859,[Entity],"{name: sleeping in settings outside of their bedrooms, label: Concept}"
860,[Entity],"{name: pattern of arousal, label: Concept}"
861,[Entity],"{name: trying to sleep, label: Concept}"
862,[Entity],"{name: lying down in their beds, label: Concept}"
863,[Entity],"{name: sleeping better, label: Concept}"
864,[Entity],"{name: this pattern, label: Condition}"
865,[Entity],"{name: better sleep quality, label: Symptom}"
866,[Entity],"{name: home environment, label: Concept}"
867,[Entity],"{name: conscious intentions and excessive effort to sleep, label: Concept}"
868,[Entity],"{name: difficulty initiating sleep, label: Concept}"
869,[Entity],"{name: Obstructive Sleep Apnea (OSA) or other sleep disorders, label: Condition}"
870,[Entity],"{name: daytime behavioral problems, label: Symptom}"
871,[Entity],"{name: limit-setting difficulties during the day, label: Symptom}"
872,[Entity],"{name: nighttime sleep disturbance, label: Condition}"
873,[Entity],"{name: poor parental sleep, label: Outcome}"
